source_url,name,run_date
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"1,585,065 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,Lightspeed,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"166,860 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,IMMI,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"8,656 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,EP+Co,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"15,586 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,Meridian Capital Group,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"36,023 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,Canaan,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"20,039 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,Kleiner Perkins,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"133,385 followers",2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,Solomon Partners,2025-07-02
https://www.linkedin.com/in/jerryfung/details/interests/?detailScreenTabIndex=1,"20,178 followers",2025-07-02
